Call Sign,Active PI Code,Frequency,Facility ID,City of License,State,Location,Date Allocated,Edit
WUIS,8A5A,91.9,59012,SPRINGFIELD,IL,"39° 47' 1.30"" N 89° 26' 46.20"" W",11/14/2018,Report Change
KWKL,4B27,89.9,122257,GRANDFIELD,OK,"34° 16' 19.30"" N 98° 25' 31.20"" W",11/14/2018,Report Change
WUWG,8BBA,90.7,71602,CARROLLTON,GA,"33° 33' 50.40"" N 85° 1' 3.80"" W",11/14/2018,Report Change
KXRN-LP-FM,4E83,93.5,199374,LAGUNA BEACH,CA,"33° 30' 31.20"" N 117° 44' 42.70"" W",5/4/2020,Report Change
KSRL-LP,414D,103.1,135559,SANTA ROSA,NM,"34° 56' 15.20"" N 104° 41' 5.90"" W",10/31/2018,Report Change
KJAT-LP,27D7,97.3,135764,SULPHUR SPRINGS,AR,"36° 28' 35.20"" N 94° 27' 17.70"" W",10/31/2018,Report Change
KRQP-LP,3E93,95.5,194985,ARLINGTON,TX,"32° 44' 20.50"" N 97° 5' 30.00"" W",10/31/2018,Report Change
KMRO-FM2,3178,90.3,85929,SANTA BARBARA,CA,"34° 27' 54.90"" N 119° 40' 40.40"" W",8/11/2018,Report Change
WKIW,6FF6,88.3,92279,IRONWOOD,MI,"46° 26' 27.80"" N 90° 11' 26.60"" W",11/14/2018,Report Change
KOND,364D,107.5,26266,HANFORD,CA,"36° 38' 11.80"" N 118° 56' 37.30"" W",8/11/2018,Report Change
KRVN-FM,3F13,93.1,48001,LEXINGTON,NE,"40° 41' 48.00"" N 99° 47' 19.40"" W",8/11/2018,Report Change
KLEN,2D81,106.3,5991,CHEYENNE,WY,"41° 3' 8.90"" N 104° 49' 56.90"" W",8/11/2018,Report Change
WOAR,79B1,88.3,92040,SOUTH VIENNA,OH,"39° 55' 54.20"" N 83° 36' 35.70"" W",11/14/2018,Report Change
WNEE,7768,88.1,122086,PATTERSON,GA,"34° 0' 43.40"" N 83° 17' 37.50"" W",11/14/2018,Report Change
KFMQ,1E7C,106.1,40806,GALLUP,NM,"35° 29' 39.10"" N 108° 44' 34.30"" W",8/11/2018,Report Change
WSEV-FM,84AD,105.5,17059,GATLINBURG,TN,"35° 42' 13.30"" N 83° 33' 56.50"" W",8/11/2018,Report Change
KKCM,2AA8,92.1,16771,THERMAL,CA,"33° 39' 18.10"" N 115° 59' 16.00"" W",8/11/2018,Report Change
WKCI-FM,1F4D,101.3,11930,HAMDEN,CT,"41° 26' 1.30"" N 72° 56' 43.40"" W",5/3/2020,Report Change
KSPL-LP,4119,98.1,135568,JOHN DAY,OR,"44° 26' 1.60"" N 118° 57' 29.80"" W",10/31/2018,Report Change
KRYP,3F63,93.1,82062,GLADSTONE,OR,"45° 29' 19.40"" N 122° 41' 44.30"" W",8/11/2018,Report Change
KFMN,1E79,96.9,21843,LIHUE,HI,"21° 59' 54.00"" N 159° 25' 35.00"" W",8/11/2018,Report Change
KRVT-LP,3F19,99.9,195143,BROWNSVILLE,TX,"25° 57' 51.30"" N 97° 31' 9.90"" W",5/4/2020,Report Change
KBTA-FM,1492,99.5,85325,BATESVILLE,AR,"35° 52' 7.30"" N 91° 35' 14.50"" W",8/11/2018,Report Change
KMCX-FM,2FFB,106.5,42075,OGALLALA,NE,"41° 8' 1.90"" N 101° 41' 43.60"" W",8/11/2018,Report Change
KUWK,4716,88.7,173684,KAYCEE,WY,"43° 53' 41.30"" N 106° 40' 50.40"" W",11/14/2018,Report Change
WERW,6108,94.3,43550,MONROE,MI,"41° 55' 7.20"" N 83° 26' 13.80"" W",11/14/2018,Report Change
WBSC-LP,5922,102.3,195457,BAMBERG,SC,"33° 17' 48.50"" N 81° 2' 7.30"" W",10/31/2018,Report Change
KANL,115D,90.7,92531,BAKER,OR,"44° 45' 57.50"" N 117° 52' 57.70"" W",11/14/2018,Report Change
WVJZ,8D1F,105.3,62113,CHARLOTTE AMALIE,VI,"18° 21' 33.00"" N 64° 58' 18.00"" W",8/11/2018,Report Change
WJZP-LP,6F05,107.9,124197,PORTLAND,ME,"43° 39' 25.00"" N 70° 15' 49.80"" W",10/31/2018,Report Change
WPPL,7DD5,103.9,21152,BLUE RIDGE,GA,"34° 52' 3.30"" N 84° 20' 1.70"" W",8/11/2018,Report Change
WXHB,921B,96.5,70409,RICHTON,MS,"31° 28' 9.60"" N 88° 45' 53.10"" W",8/11/2018,Report Change
KLMP-FM1,2E53,88.3,161655,RAPID CITY,SD,"44° 5' 33.00"" N 103° 14' 54.70"" W",8/11/2018,Report Change
KYKR,1575,95.1,25581,BEAUMONT,TX,"30° 3' 43.70"" N 93° 58' 50.60"" W",5/3/2020,Report Change
KRKI-FM1,3DF0,99.5,164915,RAPID CITY,SD,"44° 5' 33.00"" N 103° 14' 54.70"" W",8/11/2018,Report Change
WIPZ-LP,6B67,101.5,193377,KENOSHA,WI,"42° 38' 49.10"" N 87° 51' 19.30"" W",10/31/2018,Report Change
WEPL-LP,A6C9,97.1,193382,ROCHESTER,NY,"43° 10' 31.10"" N 77° 37' 5.20"" W",10/31/2018,Report Change
WRZE,841A,94.1,3121,KINGSTREE,SC,"33° 43' 32.60"" N 79° 58' 18.30"" W",8/11/2018,Report Change
KSGC-LP,A426,100.5,192967,GARDEN CITY,KS,"37° 59' 8.00"" N 100° 53' 57.00"" W",10/31/2018,Report Change
KJMA,28FC,89.7,72878,FLORESVILLE,TX,"28° 57' 40.90"" N 98° 15' 32.00"" W",11/14/2018,Report Change
WYBB,9423,98.1,36139,FOLLY BEACH,SC,"32° 47' 56.60"" N 79° 53' 49.30"" W",8/11/2018,Report Change
WTYL-FM,894F,97.7,68658,TYLERTOWN,MS,"31° 7' 50.60"" N 90° 8' 13.30"" W",8/11/2018,Report Change
KTPH,43B9,91.7,48356,TONOPAH,NV,"38° 3' 6.70"" N 117° 13' 33.20"" W",11/14/2018,Report Change
KIRP-LP,26E9,96.1,192011,SUGAR LAND,TX,"29° 40' 3.80"" N 95° 43' 31.80"" W",10/31/2018,Report Change
WWBR,8EEB,100.9,70505,BIG RAPIDS,MI,"43° 39' 49.10"" N 85° 28' 54.20"" W",8/11/2018,Report Change
KCII-FM,1620,106.1,71015,WASHINGTON,IA,"41° 18' 18.10"" N 91° 42' 36.60"" W",8/11/2018,Report Change
KSGN,A431,89.7,35600,RIVERSIDE,CA,"34° 11' 50.90"" N 117° 17' 12.40"" W",11/14/2018,Report Change
KVOO-FM,48EE,98.5,68330,TULSA,OK,"36° 11' 24.30"" N 96° 5' 49.00"" W",8/11/2018,Report Change
WPIM,7D20,90.5,40508,MARTINSVILLE,VA,"36° 42' 16.40"" N 79° 50' 4.10"" W",11/14/2018,Report Change
KVHJ-LP,4833,93.9,195495,MISSION,TX,"26° 12' 26.30"" N 98° 23' 11.10"" W",10/31/2018,Report Change
WXPB-LP,92EB,105.7,192714,ATHENS,GA,"33° 57' 11.10"" N 83° 24' 30.80"" W",10/31/2018,Report Change
KNOU,33D4,96.3,27022,ST. LOUIS,MO,"38° 34' 27.90"" N 90° 19' 31.80"" W",8/11/2018,Report Change
KRDQ,3D42,100.3,37124,COLBY,KS,"39° 28' 50.00"" N 100° 54' 35.50"" W",8/11/2018,Report Change
KMWC,31EE,89.9,177107,BETHANY,MO,"40° 15' 17.00"" N 94° 0' 35.80"" W",11/14/2018,Report Change
KRAD-LP,3CE7,94.9,135784,MILLERSBURG,OR,"44° 39' 2.40"" N 123° 1' 3.30"" W",10/31/2018,Report Change
WOGB,7A3D,103.1,89,REEDSVILLE,WI,"44° 21' 32.00"" N 87° 59' 7.40"" W",8/11/2018,Report Change
WYOB-LP,9575,105.5,195414,OAK BLUFFS,MA,"41° 27' 10.40"" N 70° 33' 16.10"" W",10/31/2018,Report Change
KAMS,114A,95.1,51107,MAMMOTH SPRING,AR,"36° 32' 49.20"" N 91° 25' 47.40"" W",8/11/2018,Report Change
KFNC-FM1,1E88,97.5,203402,HOUSTON,TX,"29° 46' 6.80"" N 95° 1' 4.70"" W",8/11/2018,Report Change
KCUN-LP,175D,104.1,191837,LIVINGSTON,TX,"30° 41' 39.00"" N 94° 56' 13.00"" W",10/31/2018,Report Change
WFXE,6436,104.9,15847,COLUMBUS,GA,"32° 27' 59.50"" N 85° 3' 21.80"" W",8/11/2018,Report Change
KGRG-FM,2198,89.9,25168,AUBURN,WA,"47° 15' 22.30"" N 122° 13' 11.40"" W",11/14/2018,Report Change
KJFX,285D,95.7,65773,FRESNO,CA,"36° 56' 54.80"" N 119° 29' 12.40"" W",8/11/2018,Report Change
KXBJ,4CDF,96.9,36507,EL CAMPO,TX,"28° 48' 0.90"" N 96° 7' 32.90"" W",11/14/2018,Report Change
KCGF-LP,15E9,100.5,193981,SAN ANGELO,TX,"31° 29' 6.00"" N 100° 27' 27.00"" W",10/31/2018,Report Change
KCHQ,160E,100.1,17436,SODA SPRINGS,ID,"42° 38' 29.70"" N 111° 36' 42.80"" W",12/11/2018,Report Change
WUSJ,8B55,96.3,62050,MADISON,MS,"32° 11' 29.50"" N 90° 24' 22.30"" W",8/11/2018,Report Change
KKWQ,2CB4,92.5,16576,WARROAD,MN,"48° 49' 40.90"" N 95° 23' 16.90"" W",8/11/2018,Report Change
WSOF,85A1,89.9,39596,MADISONVILLE,KY,"37° 21' 26.10"" N 87° 28' 40.90"" W",11/14/2018,Report Change
WZEW,972A,92.1,74287,FAIRHOPE,AL,"30° 31' 23.70"" N 88° 6' 32.00"" W",8/11/2018,Report Change
KNLE-FM,3376,88.1,29293,ROUND ROCK,TX,"30° 26' 58.70"" N 97° 39' 45.00"" W",11/14/2018,Report Change
WIKD-LP,6ACF,102.5,133962,DAYTONA BEACH,FL,"29° 11' 33.90"" N 81° 2' 49.20"" W",10/31/2018,Report Change
KLQB,2EAD,104.3,63201,TAYLOR,TX,"30° 26' 4.70"" N 97° 21' 54.00"" W",8/11/2018,Report Change
WFID,62AF,95.7,10063,RIO PIEDRAS,PR,"18° 15' 52.80"" N 66° 5' 3.50"" W",8/11/2018,Report Change
KPKJ,38A9,88.5,93073,MENTMORE,NM,"35° 33' 36.10"" N 109° 6' 32.30"" W",11/14/2018,Report Change
WGSE-LP,6658,95.7,135746,SEBRING,FL,"27° 30' 44.10"" N 81° 26' 53.20"" W",10/31/2018,Report Change
WSB-FM,99A3,98.5,73978,ATLANTA,GA,"33° 45' 33.40"" N 84° 20' 4.70"" W",8/11/2018,Report Change
KNHI,3312,103.3,199836,NEWHALEN,AK,"59° 43' 13.50"" N 154° 53' 36.80"" W",11/14/2018,Report Change
KPKR,38B1,95.7,170952,PARKER,AZ,"34° 18' 39.10"" N 114° 10' 10.80"" W",8/11/2018,Report Change
WPAW,7C5A,93.1,40752,WINSTON-SALEM,NC,"36° 16' 33.50"" N 79° 56' 25.10"" W",8/11/2018,Report Change
KBGT,1353,93.3,183341,BUFFALO GAP,TX,"32° 15' 56.50"" N 99° 42' 26.30"" W",8/11/2018,Report Change
KXQQ-FM,4E6C,100.5,12560,HENDERSON,NV,"36° 0' 29.90"" N 115° 0' 23.00"" W",8/11/2018,Report Change
KYTZ,5167,106.7,49019,WALHALLA,ND,"48° 38' 38.00"" N 97° 58' 47.40"" W",8/11/2018,Report Change
WHKX,683F,106.3,6004,BLUEFIELD,VA,"37° 15' 5.40"" N 81° 11' 19.30"" W",8/11/2018,Report Change
WLRR,737F,100.7,53476,MILLEDGEVILLE,GA,"33° 6' 50.50"" N 83° 13' 7.50"" W",8/11/2018,Report Change
KARJ,11C3,92.1,49206,ESCONDIDO,CA,"33° 6' 31.90"" N 117° 9' 18.50"" W",5/4/2020,Report Change
KMGM,A358,105.5,18046,MONTEVIDEO,MN,"44° 51' 23.80"" N 95° 37' 47.10"" W",8/11/2018,Report Change
KITO-FM,271C,96.1,17034,VINITA,OK,"36° 34' 56.20"" N 95° 1' 35.80"" W",8/11/2018,Report Change
KETL-LP,1C89,100.5,135216,REPUBLIC,WA,"48° 40' 10.60"" N 118° 39' 23.10"" W",10/31/2018,Report Change
WUFF-FM,89FF,97.5,21211,EASTMAN,GA,"32° 13' 18.60"" N 83° 13' 3.60"" W",8/11/2018,Report Change
WUMJ,8AB9,97.5,3105,FAYETTEVILLE,GA,"33° 30' 13.40"" N 84° 34' 57.70"" W",8/11/2018,Report Change
KTTS-FM,442C,94.7,62023,SPRINGFIELD,MO,"37° 10' 30.10"" N 93° 2' 35.60"" W",8/11/2018,Report Change
WVIA-FM,8CEC,89.9,49436,SCRANTON,PA,"41° 10' 55.30"" N 75° 52' 15.70"" W",11/14/2018,Report Change
KLUV,2F29,98.7,67195,DALLAS,TX,"32° 35' 19.50"" N 96° 58' 6.00"" W",8/11/2018,Report Change
WCHS-LP,5AB8,102.7,193272,SYLVESTER,GA,"31° 32' 47.50"" N 83° 50' 31.50"" W",10/31/2018,Report Change
KYEC,4FCA,88.3,173551,DONIPHAN,MO,"36° 35' 20.20"" N 90° 49' 10.40"" W",11/14/2018,Report Change
WVIE,8CF0,107.3,14999,CHARLOTTE AMALIE,VI,"18° 21' 24.00"" N 64° 57' 59.00"" W",8/11/2018,Report Change
WXNZ-LP,92CF,98.1,194437,SKOWHEGAN,ME,"44° 42' 49.90"" N 69° 43' 36.70"" W",10/31/2018,Report Change
WQLH,A80D,98.5,25121,GREEN BAY,WI,"44° 38' 40.90"" N 88° 8' 13.30"" W",8/11/2018,Report Change
WALW-LP,55DC,97.9,133800,MOULTON,AL,"34° 28' 47.30"" N 87° 17' 30.00"" W",10/31/2018,Report Change
KJMY,1914,99.5,6543,BOUNTIFUL,UT,"40° 36' 28.80"" N 112° 9' 35.70"" W",5/3/2020,Report Change
WRHB-LP,8243,105.9,194585,MIFFLINVILLE,PA,"41° 0' 55.30"" N 76° 20' 49.70"" W",10/31/2018,Report Change
WAUO,56BE,90.7,82543,HOHENWALD,TN,"35° 33' 56.20"" N 87° 33' 27.00"" W",11/14/2018,Report Change
KCCV-FM,1591,92.3,6492,OLATHE,KS,"38° 56' 10.00"" N 94° 50' 41.90"" W",8/11/2018,Report Change
WECB,5F6D,105.3,10666,HEADLAND,AL,"31° 11' 33.60"" N 85° 24' 42.80"" W",8/11/2018,Report Change
KDEW-FM,186A,97.3,40747,DE WITT,AR,"34° 25' 52.30"" N 91° 26' 8.40"" W",8/11/2018,Report Change
KYPW,A5FC,88.3,172712,WOLF POINT,MT,"48° 2' 8.10"" N 105° 31' 15.00"" W",11/14/2018,Report Change
KQMG-FM,3B7E,95.3,42080,INDEPENDENCE,IA,"42° 28' 32.00"" N 91° 52' 26.60"" W",8/11/2018,Report Change
KONR-LP,365B,106.1,124266,ANCHORAGE,AK,"61° 8' 46.00"" N 149° 52' 35.90"" W",10/31/2018,Report Change
WSLG,8554,90.5,175081,GOUVERNEUR,NY,"44° 15' 32.20"" N 75° 34' 38.70"" W",11/14/2018,Report Change
KBNG-LP,13FC,90.9,194229,BANGS,TX,"31° 42' 46.90"" N 99° 7' 40.90"" W",10/31/2018,Report Change
KBBQ-FM,12CE,102.7,37827,VAN BUREN,AR,"35° 26' 51.30"" N 94° 21' 54.80"" W",8/11/2018,Report Change
KKCI,2AA4,102.5,18076,GOODLAND,KS,"39° 23' 24.00"" N 101° 33' 36.60"" W",8/11/2018,Report Change
KEGA,1B2C,101.5,89255,OAKLEY,UT,"40° 52' 15.80"" N 110° 59' 45.60"" W",8/11/2018,Report Change
WLYM-LP,7430,90.9,195919,MAYAGUEZ- ANASCO,PR,"18° 10' 60.00"" N 67° 10' 4.00"" W",10/31/2018,Report Change
WVCP,8C5F,88.5,70470,GALLATIN,TN,"36° 24' 15.20"" N 86° 27' 1.00"" W",11/14/2018,Report Change
KRYZ-LP,3F6D,98.5,195075,MARIPOSA,CA,"37° 28' 42.10"" N 119° 58' 5.70"" W",10/31/2018,Report Change
KPAK,37A6,97.5,85771,ALVA,OK,"37° 1' 27.10"" N 98° 41' 23.30"" W",8/11/2018,Report Change
WTKC,87DA,89.7,92793,FINDLAY,OH,"41° 3' 11.10"" N 83° 39' 12.70"" W",11/14/2018,Report Change
KPRD,3959,88.9,66273,HAYS,KS,"38° 46' 16.00"" N 98° 44' 18.30"" W",11/14/2018,Report Change
WCCI,5A2C,100.3,9119,SAVANNA,IL,"42° 7' 47.10"" N 90° 8' 24.50"" W",8/11/2018,Report Change
KIIS-FM,1602,102.7,19218,LOS ANGELES,CA,"34° 13' 36.00"" N 118° 4' 0.20"" W",5/3/2020,Report Change
WYRK,95CC,106.5,1908,BUFFALO,NY,"42° 53' 10.20"" N 78° 52' 24.10"" W",8/11/2018,Report Change
KCNV,16AF,89.7,48348,LAS VEGAS,NV,"35° 57' 56.80"" N 115° 30' 6.00"" W",11/14/2018,Report Change
KHZR,2517,97.7,32187,POTOSI,MO,"37° 57' 31.20"" N 90° 45' 47.50"" W",8/11/2018,Report Change
KHJS-LP,2378,99.1,194842,SAN ANTONIO,TX,"29° 32' 16.80"" N 98° 29' 30.10"" W",10/31/2018,Report Change
KTPR,43C3,89.9,172898,STANTON,TX,"32° 10' 58.40"" N 101° 27' 55.40"" W",11/14/2018,Report Change
KQZQ,3CDA,98.3,164275,KIOWA,KS,"37° 24' 9.10"" N 98° 34' 52.30"" W",8/11/2018,Report Change
KDEM,1860,94.3,39245,DEMING,NM,"32° 15' 5.30"" N 107° 45' 30.10"" W",8/11/2018,Report Change
KEYN-FM,1D0D,103.7,53151,WICHITA,KS,"37° 48' 1.00"" N 97° 31' 30.20"" W",8/11/2018,Report Change
KAVV,1237,97.7,63338,BENSON,AZ,"31° 59' 29.20"" N 110° 10' 23.20"" W",8/11/2018,Report Change
KNJR-LP,334F,107.9,123947,THOUSAND OAKS,CA,"34° 12' 2.00"" N 118° 52' 54.30"" W",10/31/2018,Report Change
KNMF-FM1,3391,106.5,203315,TRINIDAD,CO,"37° 10' 51.40"" N 104° 30' 47.70"" W",8/11/2018,Report Change
WCRX,5BC1,88.1,12424,CHICAGO,IL,"41° 52' 22.10"" N 87° 38' 52.10"" W",11/14/2018,Report Change
KLIZ-FM,2DF5,107.5,28654,BRAINERD,MN,"46° 19' 55.80"" N 94° 10' 26.90"" W",8/11/2018,Report Change
WHWC,6962,88.3,63078,MENOMONIE,WI,"45° 2' 48.90"" N 91° 51' 47.60"" W",11/14/2018,Report Change
KSQN-FM8,4135,103.1,161876,PARK CITY,UT,"40° 51' 17.80"" N 111° 28' 49.70"" W",8/11/2018,Report Change
WJWY-LP,6EC0,92.3,196120,WAUCHULA,FL,"27° 33' 53.10"" N 81° 49' 1.20"" W",10/31/2018,Report Change
KYPH,A5ED,88.5,174030,HELENA,MT,"46° 44' 52.70"" N 112° 19' 52.00"" W",11/14/2018,Report Change
KRKN,3DF5,104.3,58762,ELDON,IA,"40° 52' 6.10"" N 92° 18' 20.70"" W",8/11/2018,Report Change
KRFF,3D6B,89.1,173890,FAIRBANKS,AK,"64° 52' 43.40"" N 148° 3' 18.70"" W",11/14/2018,Report Change
KVYA,49E4,91.5,172565,CEDARVILLE,CA,"41° 38' 12.60"" N 120° 5' 31.70"" W",11/14/2018,Report Change
WLEY-FM2,7234,107.9,199002,CICERO,IL,"41° 51' 19.10"" N 87° 45' 32.20"" W",8/11/2018,Report Change
KFAA,1D34,89.5,92242,HORACE,ND,"46° 52' 30.90"" N 96° 54' 32.30"" W",11/14/2018,Report Change
WJSM-FM,6E4C,92.7,40503,MARTINSBURG,PA,"40° 20' 50.30"" N 78° 24' 56.00"" W",8/11/2018,Report Change
KDAG,17F2,96.9,29519,FARMINGTON,NM,"36° 48' 52.00"" N 107° 53' 34.20"" W",8/11/2018,Report Change
WJXL-FM,6ECD,92.5,22005,JACKSONVILLE BEACH,FL,"30° 16' 34.90"" N 81° 33' 50.30"" W",8/11/2018,Report Change
WNCW,7746,88.7,29262,SPINDALE,NC,"35° 44' 6.40"" N 82° 17' 10.40"" W",11/14/2018,Report Change
WQSM,A8C8,98.1,8582,FAYETTEVILLE,NC,"35° 4' 46.50"" N 78° 55' 57.00"" W",8/11/2018,Report Change
WKOY-FM,A794,100.9,44002,PRINCETON,WV,"37° 15' 5.40"" N 81° 11' 19.30"" W",8/11/2018,Report Change
WESZ-LP,6125,98.7,132859,ABBEVILLE,AL,"31° 34' 18.60"" N 85° 14' 7.80"" W",10/31/2018,Report Change
KSMB,A4C1,94.5,41057,LAFAYETTE,LA,"30° 21' 44.70"" N 92° 12' 53.50"" W",8/11/2018,Report Change
WIFC,6A4C,95.5,74102,WAUSAU,WI,"44° 55' 13.90"" N 89° 41' 28.40"" W",8/11/2018,Report Change
KBUE,14B0,105.5,34386,LONG BEACH,CA,"33° 51' 29.10"" N 118° 13' 27.30"" W",8/11/2018,Report Change
KJTR-LP,29C3,101.7,132400,ROLLA,MO,"37° 57' 19.10"" N 91° 45' 3.50"" W",10/31/2018,Report Change
WDEE-FM,AF5D,97.3,63424,REED CITY,MI,"43° 46' 53.10"" N 85° 36' 58.20"" W",8/11/2018,Report Change
WMNX,75C1,97.3,8584,WILMINGTON,NC,"34° 3' 6.60"" N 78° 4' 56.00"" W",8/11/2018,Report Change
WTNP-LP,8835,100.7,194721,WATERVILLE,ME,"44° 34' 57.20"" N 69° 38' 14.10"" W",10/31/2018,Report Change
KMWX,3203,92.5,22158,ABILENE,TX,"32° 16' 35.50"" N 99° 35' 39.30"" W",8/11/2018,Report Change
KFFW-LP,1DCC,107.7,193511,ATWATER,CA,"37° 16' 41.00"" N 120° 37' 39.00"" W",10/31/2018,Report Change
WHJB,680F,107.1,72296,GREENSBURG,PA,"40° 15' 54.30"" N 79° 20' 23.10"" W",8/11/2018,Report Change
KACC,A136,89.7,1205,ALVIN,TX,"29° 24' 1.80"" N 95° 12' 13.70"" W",11/14/2018,Report Change
KWFO-FM1,4AA8,102.1,161675,JACKSON,WY,"43° 27' 43.70"" N 110° 45' 12.70"" W",11/27/2018,Report Change
WHAI,672C,98.3,25833,GREENFIELD,MA,"42° 34' 15.30"" N 72° 38' 40.30"" W",8/11/2018,Report Change
WJCR-FM,6CB1,90.1,21837,UPTON,KY,"37° 25' 57.10"" N 86° 1' 49.80"" W",11/14/2018,Report Change
WTYG,894A,91.5,171562,SPARR,FL,"29° 20' 21.90"" N 82° 6' 9.30"" W",11/14/2018,Report Change
WEUP-FM,614F,103.1,36740,MOULTON,AL,"34° 27' 8.30"" N 87° 6' 20.00"" W",8/11/2018,Report Change
WAMQ,55F0,105.1,70847,GREAT BARRINGTON,MA,"42° 9' 36.30"" N 73° 28' 46.40"" W",11/14/2018,Report Change
WTNT-FM,8839,94.9,51590,TALLAHASSEE,FL,"30° 34' 42.70"" N 84° 15' 47.60"" W",8/11/2018,Report Change
KDJR,18E7,100.1,5279,DE SOTO,MO,"38° 1' 25.20"" N 90° 34' 2.50"" W",11/14/2018,Report Change
KLIU-LP,2DF0,95.9,195394,UNALAKLEET,AK,"63° 52' 20.00"" N 160° 47' 25.80"" W",10/31/2018,Report Change
WDAI,5C9C,98.5,59490,PAWLEYS ISLAND,SC,"33° 35' 27.60"" N 79° 2' 54.10"" W",8/11/2018,Report Change
KLBE-LP,2D2A,100.7,133428,BISMARCK,ND,"46° 50' 24.90"" N 100° 46' 32.40"" W",10/31/2018,Report Change
WMAW-FM,746E,88.1,43188,MERIDIAN,MS,"32° 8' 18.50"" N 89° 5' 36.20"" W",11/14/2018,Report Change
KBGE-FM1,1344,94.9,165006,ASTORIA,OR,"46° 11' 16.30"" N 123° 49' 54.50"" W",8/11/2018,Report Change
WCIZ-FM,5AD9,93.3,153,WATERTOWN,NY,"43° 57' 23.20"" N 75° 50' 43.70"" W",8/11/2018,Report Change
KISQ-FM2,2704,98.1,59993,PLEASANTON,CA,"37° 39' 39.80"" N 121° 50' 15.80"" W",8/11/2018,Report Change
KIYS,27A2,101.7,70465,WALNUT RIDGE,AR,"35° 57' 14.30"" N 90° 41' 41.40"" W",8/11/2018,Report Change
KKYY,2CF0,101.3,63940,WHITING,IA,"42° 21' 25.00"" N 96° 8' 3.10"" W",8/11/2018,Report Change
KGLC,A2F8,100.9,17691,MIAMI,OK,"36° 53' 24.20"" N 94° 47' 8.80"" W",8/11/2018,Report Change
WMCG,7492,104.9,64757,MILAN,GA,"32° 22' 59.60"" N 83° 7' 7.50"" W",8/11/2018,Report Change
WXMR-LP,92AD,94.3,193156,MARENGO,IL,"42° 14' 38.10"" N 88° 35' 15.40"" W",10/31/2018,Report Change
KCVI,1772,101.5,71785,BLACKFOOT,ID,"43° 30' 2.60"" N 112° 39' 45.90"" W",8/11/2018,Report Change
WLUB,1647,105.7,59250,AUGUSTA,GA,"33° 25' 17.50"" N 81° 50' 18.40"" W",5/3/2020,Report Change
WCTL,5BE9,106.3,28774,ERIE,PA,"42° 2' 16.00"" N 80° 3' 43.00"" W",10/15/2019,Report Change
KFXZ-FM,1FA3,105.9,9416,OPELOUSAS,LA,"30° 27' 59.70"" N 92° 4' 31.40"" W",8/11/2018,Report Change
WYTJ,95FF,89.3,91863,LINTON,IN,"39° 5' 58.10"" N 87° 10' 59.00"" W",11/14/2018,Report Change
KQSD-FM,3C17,91.9,58325,LOWRY,SD,"45° 16' 38.00"" N 99° 59' 11.00"" W",11/14/2018,Report Change
WYAV,941D,104.1,36947,MYRTLE BEACH,SC,"33° 35' 27.60"" N 79° 2' 54.10"" W",8/11/2018,Report Change
WUSB,8B4D,90.1,63110,STONY BROOK,NY,"40° 50' 32.30"" N 73° 2' 21.30"" W",11/14/2018,Report Change
KSPC,4110,88.7,52922,CLAREMONT,CA,"34° 8' 33.00"" N 117° 43' 20.20"" W",11/14/2018,Report Change
WEES-LP,5FB2,107.9,123612,OCEAN CITY,MD,"38° 24' 59.40"" N 75° 3' 22.70"" W",10/31/2018,Report Change
WPSM,7E24,91.1,22811,FORT WALTON BEACH,FL,"30° 24' 38.70"" N 86° 37' 21.80"" W",11/14/2018,Report Change
WVTF,8E0F,89.1,70338,ROANOKE,VA,"37° 11' 56.40"" N 80° 9' 1.10"" W",11/14/2018,Report Change
KRVH,3F0D,91.5,56557,RIO VISTA,CA,"38° 9' 16.70"" N 121° 41' 51.80"" W",11/14/2018,Report Change
WMJT,7555,96.7,164160,MCMILLAN,MI,"46° 32' 2.00"" N 85° 35' 24.50"" W",8/11/2018,Report Change
WZGY,9760,94.3,20390,DYER,TN,"36° 6' 12.20"" N 89° 7' 45.20"" W",12/31/2019,Report Change
KRSW,3ECE,89.3,42958,WORTHINGTON,MN,"43° 53' 0.90"" N 95° 55' 45.10"" W",11/14/2018,Report Change
WBUV,5969,104.9,29687,MOSS POINT,MS,"30° 29' 9.70"" N 88° 42' 53.10"" W",8/11/2018,Report Change
WAUI,56B8,88.3,82445,SHELBY,OH,"40° 45' 50.20"" N 82° 37' 3.60"" W",11/14/2018,Report Change
WJGR-LP,6D19,97.1,192964,MOBILE,AL,"30° 41' 30.10"" N 88° 10' 56.30"" W",10/31/2018,Report Change
WQSO,A8CA,96.7,53388,ROCHESTER,NH,"43° 17' 14.30"" N 70° 56' 47.20"" W",8/11/2018,Report Change
KFSK,1F12,100.9,47409,PETERSBURG,AK,"56° 48' 55.80"" N 132° 57' 12.20"" W",11/14/2018,Report Change
KKBC-FM,2A84,95.3,24795,BAKER,OR,"44° 47' 17.50"" N 117° 48' 38.70"" W",8/11/2018,Report Change
KTWB,4469,92.5,41972,SIOUX FALLS,SD,"43° 31' 6.90"" N 96° 32' 6.20"" W",8/11/2018,Report Change
KENC,1BE4,90.7,175208,ESTES PARK,CO,"40° 21' 37.90"" N 105° 31' 13.90"" W",11/14/2018,Report Change
WHSN,6905,89.3,28151,BANGOR,ME,"44° 49' 46.30"" N 68° 47' 37.10"" W",11/14/2018,Report Change
